Município;2021;2020;2019;2018;2017
Ba-Caravelas;164;172;197;225;216
Ba-Cardeal da Silva;9;8;9;7;10
Ba-Carinhanha;14;14;14;14;14
Ba-Casa Nova;5;5;5;0;0
Ba-Castro Alves;68;54;60;57;90
Ba-Catolandia;4;6;7;5;7
Ba-Catu;68;40;69;45;51
Ba-Caturama;1;0;0;1;1
Ba-Central;1;0;0;1;0
Ba-Chorrocho;0;0;0;0;0
Ba-Cicero Dantas;1;3;4;1;9
Ba-Cipo;4;2;2;2;1
Ba-Coaraci;29;34;19;24;19
Ba-Cocos;41;45;83;84;40
Ba-Conceicao da Feira;10;10;12;14;11
Ba-Conceicao do Almeida;39;45;41;51;58
Ba-Conceicao do Coite;38;39;40;44;43
Ba-Conceicao do Jacuipe;35;21;27;27;34
Ba-Conde;40;17;17;20;40
Ba-Condeuba;5;5;3;6;6
Ba-Contendas do Sincora;6;9;7;10;11
Ba-Coracao de Maria;56;50;43;46;40
Ba-Cordeiros;1;1;1;2;2
Ba-Coribe;9;17;19;18;19
Ba-Coronel Joao Sa;6;7;4;9;9
Ba-Correntina;95;59;62;39;38
Ba-Cotegipe;101;99;89;122;122
Ba-Cravolandia;1;1;3;2;5
Ba-Crisopolis;10;8;8;3;3
Ba-Cristopolis;4;4;4;4;2
Ba-Cruz das Almas;20;38;16;30;34
Ba-Curaca;0;0;0;0;0
Ba-Dario Meira;45;45;45;51;50
Ba-Dias D Avila;2;0;1;1;2
Ba-Dom Basilio;1;1;2;1;2
Ba-Dom Macedo Costa;31;7;6;8;10
Ba-Elisio Medrado;8;9;7;6;6
Ba-Encruzilhada;109;131;104;126;111
Ba-Entre Rios;146;132;145;143;114
Ba-Esplanada;67;70;66;65;49
Ba-Euclides da Cunha;18;15;10;14;16
Ba-Eunapolis;432;415;414;493;532
Ba-Fatima;0;0;0;0;0
Ba-Feira da Mata;7;10;12;11;10
Ba-Feira de Santana;283;231;261;243;313
Ba-Filadelfia;1;1;2;7;5
Ba-Firmino Alves;69;52;65;51;54
Ba-Floresta Azul;75;73;55;61;71
Ba-Formosa do Rio Preto;33;38;36;45;44
Ba-Gandu;1;0;0;8;7
Ba-Gaviao;1;0;0;0;0
Ba-Gentio do Ouro;0;0;0;0;0
Ba-Gloria;2;2;3;2;3
Ba-Gongogi;172;134;128;125;124
Ba-Governador Mangabeira;9;8;8;9;11
Ba-Guajeru;0;0;0;0;0
Ba-Guanambi;75;101;120;109;105
Ba-Guaratinga;233;271;281;288;277
Ba-Heliopolis;2;3;1;1;2
Ba-Iacu;153;131;142;148;148
Ba-Ibiassuce;1;0;0;0;2
Ba-Ibicarai;74;67;46;43;52
Ba-Ibicoara;1;1;1;2;2
Ba-Ibicui;243;255;257;236;266
Ba-Ibipeba;0;0;0;0;0
Ba-Ibipitanga;0;0;0;0;0
Ba-Ibiquera;25;31;30;29;29
Ba-Ibirapitanga;7;6;8;5;4
Ba-Ibirapua;176;183;193;350;291
Ba-Ibirataia;9;8;5;7;8
Ba-Ibitiara;0;0;0;0;0
Ba-Ibitita;2;2;1;1;0
Ba-Ibotirama;14;8;5;4;4
Ba-Ichu;9;8;7;5;4
Ba-Igapora;6;6;6;5;4
Ba-Igrapiuna;2;2;2;3;0
Ba-Iguai;116;104;105;103;102
Ba-Ilheus;65;71;72;71;77
Ba-Inhambupe;40;58;75;82;82
Ba-Ipecaeta;19;15;12;14;13
Ba-Ipiau;26;31;26;37;30
Ba-Ipira;135;106;107;110;63
Ba-Ipupiara;0;0;0;0;0
Ba-Irajuba;4;3;5;5;4
Ba-Iramaia;53;40;43;55;53
Ba-Iraquara;6;5;3;5;6
Ba-Irara;15;15;34;39;35
Ba-Irece;10;5;10;11;6
Ba-Itabela;136;133;134;206;245
Ba-Itaberaba;106;97;109;119;104
Ba-Itabuna;235;204;220;269;291
Ba-Itacare;4;6;6;4;4
Ba-Itaete;36;47;44;41;35
Ba-Itagi;10;14;20;14;15
Ba-Itagiba;326;289;293;287;274
Ba-Itagimirim;161;179;157;144;172
Ba-Itaguacu da Bahia;0;0;0;2;5
Ba-Itaju do Colonia;129;127;147;122;121
Ba-Itajuipe;10;13;15;18;17
Ba-Itamaraju;559;527;564;583;581
Ba-Itamari;1;3;6;10;7
Ba-Itambe;436;413;405;408;390
Ba-Itanagra;41;31;36;37;37
Ba-Itanhem;220;181;114;181;196
Ba-Itaparica;0;0;0;0;0
Ba-Itape;139;123;141;136;118
Ba-Itapebi;153;161;178;195;190
Ba-Itapetinga;641;590;523;528;481
Ba-Itapicuru;8;7;8;10;11
Ba-Itapitanga;103;106;109;112;98
Ba-Itaquara;40;4;4;45;42
Ba-Itarantim;386;361;362;345;312
Ba-Itatim;12;10;13;18;12
Ba-Itirucu;0;1;2;4;4
Ba-Itiuba;13;10;16;17;17
Ba-Itororo;157;137;135;152;142
Ba-Ituacu;1;1;1;1;1
Ba-Itubera;0;8;1;10;14
Ba-Iuiu;33;45;57;46;60
Ba-Jaborandi;152;150;125;114;109
Ba-Jacaraci;0;0;0;0;0
Ba-Jacobina;25;37;35;27;30
Ba-Jaguaquara;37;36;40;53;49
Ba-Jaguarari;3;4;4;3;5
Ba-Jaguaripe;41;41;33;23;29
Ba-Jandaira;35;18;35;17;10
Ba-Jequie;174;181;258;252;258
Ba-Jeremoabo;13;12;14;13;12
Ba-Jiquirica;0;1;3;3;4
Ba-Jitauna;11;14;18;9;20
Ba-Joao Dourado;2;3;3;1;1
Ba-Juazeiro;5;10;7;18;20
Ba-Jucurucu;164;164;176;166;158
Ba-Jussara;0;0;1;5;1
Ba-Jussari;20;47;39;22;23
Ba-Jussiape;0;0;0;0;0
Ba-Lafaiete Coutinho;21;28;24;29;23
Ba-Lagoa Real;4;4;4;3;1
Ba-Laje;43;35;36;34;39
Ba-Lajedao;152;178;179;191;196
Ba-Lajedinho;8;9;8;8;9
Ba-Lajedo do Tabocal;1;9;6;6;13
Ba-Lamarao;2;2;3;3;2
Ba-Lapao;0;0;0;1;0
Ba-Lauro de Freitas;20;24;26;28;23
Ba-Lencois;9;9;12;12;13
Ba-Licinio de Almeida;4;4;5;4;5
Ba-Livramento de Nossa Senhora;1;2;1;1;0
Ba-Luis Eduardo Magalhaes;123;143;147;123;155
Ba-Macajuba;15;10;19;16;20
Ba-Macarani;338;317;315;280;321
Ba-Macaubas;6;6;7;5;6
Ba-Macurure;0;0;0;0;0
Ba-Madre de Deus;0;0;0;0;0
Ba-Maetinga;0;0;0;0;1
Ba-Maiquinique;100;103;100;107;104
Ba-Mairi;45;51;51;54;47
Ba-Malhada;104;94;89;88;73
Ba-Malhada de Pedras;8;3;4;3;5
Ba-Manoel Vitorino;45;42;41;33;36
Ba-Mansidao;9;12;7;1;1
Ba-Maracas;40;45;45;41;33
Ba-Maragogipe;7;8;10;10;24
Ba-Marau;6;4;3;3;19
Ba-Marcionilio Souza;55;63;57;68;64
Ba-Mascote;49;35;35;57;55
Ba-Mata de Sao Joao;97;93;96;85;84
Ba-Matina;4;3;3;2;4
Ba-Medeiros Neto;260;249;270;331;335
Ba-Miguel Calmon;28;31;29;28;28
Ba-Milagres;8;3;24;22;23
Ba-Mirangaba;6;5;6;2;1
Ba-Mirante;4;1;4;4;4
Ba-Monte Santo;4;6;12;13;11
Ba-Morpara;0;0;0;1;1
Ba-Morro do Chapeu;26;35;15;21;19
Ba-Mortugaba;0;0;0;1;1
Ba-Mucuge;11;10;10;12;6
Ba-Mucuri;122;129;156;191;213
Ba-Mulungu do Morro;0;0;0;0;0
Ba-Mundo Novo;34;43;64;56;62
Ba-Muniz Ferreira;22;18;21;16;17
Ba-Muquem de Sao Francisco;54;42;42;31;51
Ba-Muritiba;11;10;11;12;13
Ba-Mutuipe;1;0;0;0;2
Ba-Nazare;43;42;42;40;31
Ba-Nilo Pecanha;0;0;0;0;0
Ba-Nordestina;0;0;0;0;0
Ba-Nova Canaa;125;119;157;166;182
Ba-Nova Fatima;3;2;8;8;10
Ba-Nova Ibia;1;0;0;0;0
Ba-Nova Itarana;8;8;12;15;12
Ba-Nova Redencao;1;8;1;15;157
Ba-Nova Soure;3;0;0;0;1
Ba-Nova Vicosa;104;126;114;141;172
Ba-Novo Horizonte;0;0;0;0;0
Ba-Novo Triunfo;0;0;0;0;0
Ba-Olindina;4;1;4;4;3
Ba-Oliveira dos Brejinhos;3;1;2;2;0
Ba-Ouricangas;7;4;4;6;4
Ba-Ourolandia;1;1;0;0;0
Ba-Palmas de Monte Alto;92;75;51;60;59
Ba-Palmeiras;0;0;0;0;1
Ba-Paramirim;9;5;3;8;10
Ba-Paratinga;2;2;1;3;1
Ba-Paripiranga;1;1;2;1;1
Ba-Pau Brasil;17;10;11;41;39
Ba-Paulo Afonso;2;3;2;4;4
Ba-Pe de Serra;25;23;26;19;21
Ba-Pedrao;18;12;8;8;4
Ba-Pedro Alexandre;23;15;14;15;14
Ba-Piata;0;0;0;0;0
Ba-Pilao Arcado;0;0;0;0;0
Ba-Pindai;1;1;2;2;1
Ba-Pindobacu;7;11;12;8;5
Ba-Pintadas;17;16;12;13;11
Ba-Pirai do Norte;0;0;0;3;4
Ba-Piripa;0;0;0;0;0
Ba-Piritiba;17;22;25;22;18
Ba-Planaltino;25;26;22;31;30
Ba-Planalto;53;47;46;59;65
Ba-Pocoes;31;38;38;51;31
Ba-Pojuca;34;38;37;37;44
Ba-Ponto Novo;2;2;3;3;3
Ba-Porto Seguro;177;174;185;198;218
Ba-Potiragua;169;184;191;170;163
Ba-Prado;656;431;415;509;528
Ba-Presidente Dutra;2;0;1;0;1
Ba-Presidente Janio Quadros;0;2;2;2;2
Ba-Presidente Tancredo Neves;2;6;6;6;6
Ba-Queimadas;36;35;39;39;52
Ba-Quijingue;6;7;8;5;7
Ba-Quixabeira;0;1;1;0;0
Ba-Rafael Jambeiro;33;33;31;32;31
Ba-Remanso;1;2;1;2;4
Ba-Retirolandia;1;1;3;1;2
Ba-Riachao das Neves;160;83;91;92;115
Ba-Riachao do Jacuipe;37;38;41;40;45
Ba-Riacho de Santana;13;17;19;10;18
Ba-Ribeira do Amparo;1;1;2;2;2
Ba-Ribeira do Pombal;7;9;5;12;17
Ba-Ribeirao do Largo;128;140;160;161;156
Ba-Rio de Contas;2;2;2;3;3
Ba-Rio do Antonio;7;7;6;2;2
Ba-Rio do Pires;0;0;0;0;0
Ba-Rio Real;35;27;31;24;22
Ba-Rodelas;0;0;0;0;0
Ba-Ruy Barbosa;110;80;88;96;97
Ba-Salinas da Margarida;0;0;0;0;0
Ba-Salvador;288;366;500;658;692
Ba-Santa Barbara;9;5;9;7;7
Ba-Santa Brigida;1;1;2;2;2
Ba-Santa Cruz Cabralia;92;75;52;81;107
Ba-Santa Cruz da Vitoria;112;66;86;69;69
Ba-Santa Ines;13;14;14;14;16
Ba-Santaluz;12;13;8;10;14
Ba-Santa Luzia;21;22;17;22;18
Ba-Santa Maria da Vitoria;11;24;25;13;18
Ba-Santana;30;25;29;24;26
Ba-Santanopolis;9;12;14;12;15
Ba-Santa Rita de Cassia;138;99;70;77;72
Ba-Santa Teresinha;30;28;30;25;31
Ba-Santo Amaro;36;49;38;42;42
Ba-Santo Antonio de Jesus;50;50;55;54;59
Ba-Santo Estevao;11;14;10;17;16
Ba-Sao Desiderio;103;106;117;108;84
Ba-Sao Domingos;1;1;1;0;0
Ba-Sao Felix;11;8;11;12;13
Ba-Sao Felix do Coribe;24;26;23;27;38
Ba-Sao Felipe;7;11;13;15;15
Ba-Sao Francisco do Conde;48;23;32;31;34
Ba-Sao Gabriel;0;0;0;0;0
Ba-Sao Goncalo dos Campos;48;47;52;53;62
Ba-Sao Jose da Vitoria;0;0;0;0;0
Ba-Sao Jose do Jacuipe;1;2;2;2;2
Ba-Sao Miguel das Matas;9;10;12;12;13
Ba-Sao Sebastiao do Passe;104;65;88;80;95
Ba-Sapeacu;2;5;5;5;7
Ba-Satiro Dias;22;21;21;19;17
Ba-Saubara;0;0;0;0;0
Ba-Saude;5;8;8;9;10
Ba-Seabra;0;0;0;1;0
Ba-Sebastiao Laranjeiras;25;31;28;30;29
Ba-Senhor do Bonfim;31;45;42;39;50
Ba-Serra do Ramalho;31;24;26;24;23
Ba-Sento Se;3;3;19;21;17
Ba-Serra Dourada;36;37;40;45;51
Ba-Serra Preta;40;35;38;39;36
Ba-Serrinha;26;26;31;28;33
Ba-Serrolandia;0;0;0;1;0
Ba-Simoes Filho;3;7;8;8;9
Ba-Sitio do Mato;23;21;21;14;26
Ba-Sitio do Quinto;0;0;0;0;0
Ba-Sobradinho;0;0;0;0;0
Ba-Souto Soares;0;0;0;0;0
Ba-Tabocas do Brejo Velho;5;3;4;3;3
Ba-Tanhacu;24;21;23;25;25
Ba-Tanque Novo;0;0;0;0;0
Ba-Tanquinho;28;30;38;25;19
Ba-Taperoa;0;0;0;0;0
Ba-Tapiramuta;6;8;8;8;12
Ba-Teixeira de Freitas;386;420;449;503;600
Ba-Teodoro Sampaio;67;60;61;65;61
Ba-Teofilandia;5;5;3;2;3
Ba-Teolandia;8;8;9;10;12
Ba-Terra Nova;75;68;68;64;75
Ba-Tremedal;24;26;25;15;16
Ba-Tucano;27;19;17;20;15
Ba-Uaua;0;0;1;0;0
Ba-Ubaira;36;38;44;45;40
Ba-Ubaitaba;0;1;0;0;5
Ba-Ubata;1;5;6;5;9
Ba-Uibai;1;0;1;1;1
Ba-Umburanas;0;0;0;0;0
Ba-Una;26;19;23;25;18
Ba-Urandi;15;13;17;15;13
Ba-Urucuca;11;10;4;10;4
Ba-Utinga;5;7;7;5;5
Ba-Valenca;22;26;27;29;23
Ba-Valente;9;9;9;12;11
Ba-Varzea da Roca;6;4;4;10;9
Ba-Varzea do Poco;0;0;0;1;0
Ba-Varzea Nova;1;1;1;1;3
Ba-Varzedo;12;4;3;5;5
Ba-Vera Cruz;11;7;7;8;9
Ba-Vereda;148;128;142;136;147
Ba-Vitoria da Conquista;482;497;546;609;659
Ba-Wagner;26;20;15;2;3
Ba-Wanderley;76;53;52;64;57
Ba-Wenceslau Guimaraes;8;9;8;7;5
Ba-Xique-Xique;4;5;7;8;8
Ba-Ignorado;0;0;0;0;0
Mg-Abadia dos Dourados;118;110;119;125;108
Mg-Abaete;179;155;135;141;151
Mg-Abre Campo;30;31;36;39;42
Mg-Acaiaca;18;19;24;28;21
Mg-Acucena;69;63;70;74;87
Mg-Agua Boa;61;55;60;56;51
Mg-Agua Comprida;62;59;47;47;44
Mg-Aguanil;13;10;11;11;10
Mg-Aguas Formosas;148;141;143;160;175
Mg-Aguas Vermelhas;17;8;28;33;28
Mg-Aimores;226;221;256;297;288
Mg-Aiuruoca;194;207;217;214;216
Mg-Alagoa;0;20;16;18;18
Mg-Albertina;1;1;1;1;1
Mg-Alem Paraiba;205;188;207;210;230
Mg-Alfenas;95;81;83;89;104
Mg-Alfredo Vasconcelos;11;13;11;19;23
Mg-Almenara;240;232;263;261;296
Mg-Alpercata;74;71;93;98;104
Mg-Alpinopolis;159;162;169;182;186
Mg-Alterosa;24;23;23;24;20
Mg-Alto Caparao;0;0;1;0;0
Mg-Alto Rio Doce;43;40;38;38;29
Mg-Alvarenga;0;1;1;2;1
Mg-Alvinopolis;94;113;112;123;123
Mg-Alvorada de Minas;76;65;58;66;70
Mg-Amparo do Serra;13;15;13;11;37
Mg-Andradas;36;36;45;94;115
Mg-Cachoeira de Pajeu;9;14;14;13;12
Mg-Andrelandia;159;142;143;140;153
Mg-Angelandia;2;2;2;0;1
Mg-Antonio Carlos;130;123;166;154;147
Mg-Antonio Dias;32;26;35;42;46
Mg-Antonio Prado de Minas;13;10;11;9;10
Mg-Aracai;38;37;36;42;40
Mg-Aracitaba;12;10;16;13;14
Mg-Aracuai;140;106;124;158;145
Mg-Araguari;331;347;342;384;360
Mg-Arantina;2;1;0;2;4
Mg-Araponga;2;0;5;4;0
Mg-Arapora;27;21;21;22;21
Mg-Arapua;22;18;20;25;25
Mg-Araujos;144;146;91;98;139
Mg-Araxa;351;321;359;398;419
Mg-Arceburgo;71;56;66;67;83
Mg-Arcos;156;145;142;144;134
Mg-Areado;46;37;34;36;29
Mg-Argirita;68;70;71;69;73
Mg-Aricanduva;0;1;1;0;0
Mg-Arinos;208;162;188;202;219
Mg-Astolfo Dutra;43;38;40;55;38
Mg-Ataleia;218;209;219;209;213
Mg-Augusto de Lima;65;60;50;56;62
Mg-Baependi;178;193;185;203;210
Mg-Baldim;79;87;81;86;102
Mg-Bambui;163;228;200;197;241
Mg-Bandeira;33;35;35;43;42
Mg-Bandeira do Sul;1;3;8;6;0
Mg-Barao de Cocais;20;15;15;18;18
Mg-Barao de Monte Alto;142;125;133;141;143
Mg-Barbacena;204;184;198;202;239
Mg-Barra Longa;91;106;90;80;79
Mg-Barroso;16;10;10;6;4
Mg-Bela Vista de Minas;19;22;20;22;20
Mg-Belmiro Braga;100;107;87;118;88
Mg-Belo Horizonte;232;257;284;354;481
Mg-Belo Oriente;12;20;23;27;33
Mg-Belo Vale;31;39;39;27;30
Mg-Berilo;0;0;0;0;0
Mg-Bertopolis;58;47;50;57;65
Mg-Berizal;17;16;17;16;19
Mg-Betim;50;54;54;62;55
Mg-Bias Fortes;42;36;28;31;27
Mg-Bicas;80;80;88;110;96
Mg-Biquinhas;32;32;41;40;42
Mg-Boa Esperanca;94;109;112;97;105
Mg-Bocaina de Minas;22;25;31;48;43
Mg-Bocaiuva;254;223;237;296;277
Mg-Bom Despacho;527;497;502;495;544
Mg-Bom Jardim de Minas;36;36;32;30;21
Mg-Bom Jesus da Penha;38;34;33;37;38
Mg-Bom Jesus do Amparo;99;87;101;130;150
Mg-Bom Jesus do Galho;42;30;30;36;41
Mg-Bom Repouso;11;15;12;14;14
Mg-Bom Sucesso;315;286;309;296;317
Mg-Bonfim;28;29;24;34;40
Mg-Bonfinopolis de Minas;55;55;60;60;66
Mg-Bonito de Minas;12;15;10;10;17
Mg-Borda da Mata;47;46;55;62;43
Mg-Botelhos;43;38;35;15;13
Mg-Botumirim;3;4;3;1;3
Mg-Brasilandia de Minas;142;141;129;125;142
Mg-Brasilia de Minas;30;18;19;23;25
Mg-Bras Pires;0;0;0;1;2
Mg-Braunas;32;19;31;28;15
Mg-Brazopolis;129;112;126;110;118
Mg-Brumadinho;52;45;53;62;65
Mg-Bueno Brandao;5;5;4;5;6
Mg-Buenopolis;43;29;37;32;29
Mg-Bugre;13;16;21;18;16
Mg-Buritis;301;266;254;280;308
Mg-Buritizeiro;221;223;226;236;233
Mg-Cabeceira Grande;130;126;128;144;113
Mg-Cabo Verde;10;17;15;19;9
Mg-Cachoeira da Prata;17;22;20;19;17
Mg-Cachoeira de Minas;70;46;66;66;55
Mg-Cachoeira Dourada;66;58;51;50;38
Mg-Caetanopolis;58;54;50;54;56
Mg-Caete;27;43;50;38;41
Mg-Caiana;3;2;1;2;3
Mg-Cajuri;2;1;1;2;3
Mg-Caldas;20;12;16;15;17
Mg-Camacho;3;4;2;4;4
Mg-Camanducaia;20;21;28;29;32
Mg-Cambui;15;17;14;19;20
Mg-Cambuquira;36;17;20;27;25
Mg-Campanario;89;84;84;84;79
Mg-Campanha;34;32;36;16;13
Mg-Campestre;16;17;17;6;7
Mg-Campina Verde;462;463;499;492;476
Mg-Campo Azul;11;8;6;3;4
Mg-Campo Belo;126;120;123;140;131
Mg-Campo do Meio;6;6;4;6;5
Mg-Campo Florido;164;142;146;322;307
Mg-Campos Altos;42;41;59;65;44
Mg-Campos Gerais;12;13;14;3;5
Mg-Canaa;1;1;1;1;1
Mg-Canapolis;131;142;134;186;192
Mg-Cana Verde;20;15;13;11;12
Mg-Candeias;135;137;112;147;145
Mg-Cantagalo;12;14;15;11;14
Mg-Caparao;0;0;1;1;1
Mg-Capela Nova;5;5;4;2;5
Mg-Capelinha;8;4;4;1;1
Mg-Capetinga;33;27;41;54;53
Mg-Capim Branco;51;58;63;74;76
Mg-Capinopolis;157;165;161;139;151
Mg-Capitao Andrade;30;31;31;36;36
Mg-Capitao Eneas;191;167;176;183;201
Mg-Capitolio;50;50;53;47;46
Mg-Caputira;0;0;0;0;0
Mg-Carai;46;50;57;44;60
Mg-Caranaiba;25;27;29;37;38
Mg-Carandai;102;91;88;82;101
Mg-Carangola;98;96;109;116;108
Mg-Caratinga;112;110;115;95;99
Mg-Carbonita;3;2;3;2;2
Mg-Careacu;82;62;46;52;85
Mg-Carlos Chagas;858;809;916;901;898
Mg-Carmesia;9;6;12;9;8
Mg-Carmo da Cachoeira;12;22;20;8;8
Mg-Carmo da Mata;71;78;81;75;83
Mg-Carmo de Minas;140;143;136;110;109
Mg-Carmo do Cajuru;65;51;70;58;62
Mg-Carmo do Paranaiba;287;257;260;255;269
Mg-Carmo do Rio Claro;367;343;337;309;333
Mg-Carmopolis de Minas;79;103;105;93;81
Mg-Carneirinho;378;413;404;392;385
Mg-Carrancas;68;68;76;79;96
Mg-Carvalhopolis;4;3;4;4;4
Mg-Carvalhos;32;36;33;37;40
Mg-Casa Grande;29;36;38;24;28
Mg-Cascalho Rico;54;65;60;58;50
Mg-Cassia;145;150;157;196;201
Mg-Conceicao da Barra de Minas;14;13;20;16;25
Mg-Cataguases;129;128;139;135;156
Mg-Catas Altas;5;4;6;10;4
Mg-Catas Altas da Noruega;10;10;7;8;10
Mg-Catuji;26;29;31;34;29
Mg-Catuti;1;1;2;0;0
Mg-Caxambu;55;53;58;71;71
Mg-Cedro do Abaete;6;5;6;5;5
Mg-Central de Minas;12;11;10;14;14
Mg-Centralina;52;52;61;53;52
Mg-Chacara;42;49;55;62;50
Mg-Chale;4;3;4;3;3
Mg-Chapada do Norte;0;0;0;1;1
Mg-Chapada Gaucha;2;6;4;7;9
Mg-Chiador;73;61;73;75;82
Mg-Cipotanea;3;2;3;3;5
Mg-Claraval;16;17;18;16;19
Mg-Claro dos Pocoes;37;36;30;45;44
Mg-Claudio;166;169;169;181;181
Mg-Coimbra;4;3;4;4;6
Mg-Coluna;22;28;33;27;32
Mg-Comendador Gomes;96;109;115;121;125
Mg-Comercinho;0;0;0;0;2
Mg-Conceicao da Aparecida;20;22;25;10;11
Mg-Conceicao das Pedras;3;4;5;5;4
Mg-Conceicao das Alagoas;86;88;61;55;69
Mg-Conceicao de Ipanema;6;5;3;4;5
Mg-Conceicao do Mato Dentro;76;60;63;67;75
Mg-Conceicao do Para;73;62;70;65;96
Mg-Conceicao do Rio Verde;189;206;216;224;239
Mg-Conceicao dos Ouros;10;15;15;13;14
Mg-Conego Marinho;29;4;2;4;3
Mg-Confins;2;6;2;3;3
Mg-Congonhal;3;3;3;9;9
Mg-Congonhas;12;14;14;14;14
Mg-Congonhas do Norte;7;6;5;3;4
Mg-Conquista;77;77;87;94;134
Mg-Conselheiro Lafaiete;77;96;110;108;113
Mg-Conselheiro Pena;75;153;148;170;177
Mg-Consolacao;20;18;14;11;15
Mg-Contagem;16;26;28;60;29
Mg-Coqueiral;10;9;10;4;3
Mg-Coracao de Jesus;56;64;65;65;88
Mg-Cordisburgo;134;128;140;125;158
Mg-Cordislandia;43;44;41;41;50
Mg-Corinto;235;248;279;235;244
Mg-Coroaci;33;32;35;36;52
Mg-Coromandel;567;401;417;409;417
Mg-Coronel Fabriciano;8;9;11;12;14
Mg-Coronel Murta;17;12;15;17;15
Mg-Coronel Pacheco;56;46;50;46;44
Mg-Coronel Xavier Chaves;48;48;50;51;42
Mg-Corrego Danta;23;22;32;41;48
Mg-Corrego do Bom Jesus;5;4;5;6;5
Mg-Corrego Fundo;19;22;21;27;22
Mg-Corrego Novo;33;31;26;35;29
Mg-Couto de Magalhaes de Minas;2;3;5;5;2
Mg-Crisolita;126;123;137;129;136
Mg-Cristais;36;33;29;38;41
Mg-Cristalia;2;2;2;2;2
Mg-Cristiano Otoni;42;41;54;44;44
Mg-Cristina;16;28;32;30;29
Mg-Crucilandia;28;19;32;31;40
Mg-Cruzeiro da Fortaleza;184;151;129;126;122
Mg-Cruzilia;117;101;114;127;179
Mg-Cuparaque;5;19;25;23;24
Mg-Curral de Dentro;14;18;19;18;22
Mg-Curvelo;623;605;703;685;753
Mg-Datas;4;3;3;5;5
Mg-Delfim Moreira;80;63;70;73;69
Mg-Delfinopolis;178;209;186;211;204
Mg-Delta;25;21;21;26;27
Mg-Descoberto;62;57;62;63;70
Mg-Desterro de Entre Rios;40;32;12;11;13
Mg-Desterro do Melo;17;17;20;20;22
Mg-Diamantina;56;54;58;54;66
Mg-Diogo de Vasconcelos;2;2;2;3;3
Mg-Dionisio;31;33;36;37;40
Mg-Divinesia;17;12;15;13;15
Mg-Divino;10;13;8;11;19
Mg-Divino das Laranjeiras;44;38;35;35;34
Mg-Divinolandia de Minas;11;14;16;16;16
Mg-Divinopolis;182;208;211;215;253
Mg-Divisa Alegre;2;2;2;2;1
Mg-Divisa Nova;17;32;30;32;29
Mg-Divisopolis;20;22;15;13;14
Mg-Dom Bosco;48;43;42;42;50
Mg-Dom Cavati;4;6;8;6;4
Mg-Dom Joaquim;12;14;16;22;23
Mg-Dom Silverio;66;48;65;56;39
Mg-Dom Vicoso;20;18;28;28;18
Mg-Dona Eusebia;1;2;1;4;5
Mg-Dores de Campos;2;2;2;3;1
Mg-Dores de Guanhaes;42;37;49;54;49
Mg-Dores do Indaia;225;248;248;252;297
Mg-Dores do Turvo;4;12;17;15;12
Mg-Doresopolis;14;20;21;22;19
Mg-Douradoquara;38;39;36;29;28
Mg-Durande;3;3;3;3;7
Mg-Eloi Mendes;72;69;66;57;60
Mg-Engenheiro Caldas;92;115;118;117;133
Mg-Engenheiro Navarro;85;77;78;89;77
Mg-Entre Folhas;3;3;10;6;7
Mg-Entre Rios de Minas;96;112;144;190;173
Mg-Ervalia;4;3;5;5;5
Mg-Esmeraldas;257;268;286;461;288
Mg-Espera Feliz;7;10;6;13;12
Mg-Espinosa;16;17;17;18;15
Mg-Espirito Santo do Dourado;11;6;6;7;8
Mg-Estiva;13;13;17;19;9
Mg-Estrela Dalva;60;61;29;65;78
Mg-Estrela do Indaia;121;129;120;129;135
Mg-Estrela do Sul;107;114;116;98;85
Mg-Eugenopolis;66;65;81;73;77
Mg-Ewbank da Camara;21;7;21;18;21
Mg-Extrema;29;22;18;21;18
Mg-Fama;12;12;13;12;10
Mg-Faria Lemos;76;70;81;80;86
Mg-Felicio dos Santos;2;6;7;9;9
Mg-Sao Goncalo do Rio Preto;5;5;6;7;6
Mg-Felisburgo;53;55;60;59;61
Mg-Felixlandia;121;136;156;150;138
Mg-Fernandes Tourinho;71;69;70;65;67
Mg-Ferros;163;176;191;165;188
Mg-Fervedouro;14;20;22;14;17
Mg-Florestal;99;105;114;114;122
Mg-Formiga;232;235;223;187;171
Mg-Formoso;34;35;32;35;38
Mg-Fortaleza de Minas;28;21;25;33;29
Mg-Fortuna de Minas;75;82;73;82;94
Mg-Francisco Badaro;2;2;2;2;3
Mg-Francisco Dumont;53;37;29;24;26
Mg-Francisco Sa;263;273;274;271;310
Mg-Franciscopolis;31;33;33;34;34
Mg-Frei Gaspar;129;147;146;147;127
Mg-Frei Inocencio;149;155;175;206;219
Mg-Frei Lagonegro;2;5;5;5;5
Mg-Fronteira;10;19;19;19;18
Mg-Fronteira dos Vales;22;23;30;29;34
Mg-Fruta de Leite;1;1;1;14;1
Mg-Frutal;464;499;477;499;555
Mg-Funilandia;136;163;170;160;176
Mg-Galileia;154;141;149;139;178
Mg-Gameleiras;30;29;18;3;6
Mg-Glaucilandia;14;13;17;12;11
Mg-Goiabeira;8;12;10;9;10
Mg-Goiana;84;45;48;50;57
Mg-Goncalves;14;52;50;51;50
Mg-Gonzaga;12;12;13;16;11
Mg-Gouveia;49;38;44;49;49
Mg-Governador Valadares;716;671;714;728;789
Mg-Grao Mogol;8;11;11;14;25
